title,platform,Score,release_year
Lumines II,PlayStation Portable,9,2006
Lumines Live!,Xbox 360,8,2006
Luxor,Wireless,8,2006
Luxor: Wrath of Set,PlayStation Portable,6,2006
Madden NFL 07,Xbox 360,9,2006
Madden NFL 07,Wii,9,2006
Madden NFL 07,PlayStation 2,8,2006
Madden NFL 07,Xbox,8,2006
Madden NFL 07,PlayStation Portable,8,2006
Madden NFL 07,PC,8,2006
Madden NFL 07,GameCube,8,2006
Madden NFL 07,Game Boy Advance,8,2006
Madden NFL 07,PlayStation 3,8,2006
Madden NFL 07,Nintendo DS,6,2006
Madden NFL 07 2D,Wireless,5,2006
Madden NFL 07 3D,Wireless,8,2006
Madden NFL 07: Hall of Fame Edition,Xbox 360,9,2006
Madden NFL 07: Hall of Fame Edition,PlayStation 2,8,2006
Mafia Wars: Yakuza,Wireless,10,2006
Mage Knight: Apocalypse,PC,5,2006
Mage Knight: Destiny's Soldier,Nintendo DS,7,2006
Magical Starsign,Nintendo DS,8,2006
Magnetica,Nintendo DS,8,2006
Major League Baseball 2K6,Xbox,7,2006
Major League Baseball 2K6,PlayStation 2,7,2006
Major League Baseball 2K6,PlayStation Portable,7,2006
Major League Baseball 2K6,Xbox 360,7,2006
Major League Baseball 2K6,GameCube,7,2006
Marc Ecko's Getting Up: Contents Under Pressure,Xbox,7,2006
Marc Ecko's Getting Up: Contents Under Pressure,PC,7,2006
Marc Ecko's Getting Up: Contents Under Pressure,PlayStation 2,7,2006
Marc Ecko's Getting Up: Contents Under Pressure (Limited Edition),PlayStation 2,7,2006
March of the Penguins,Game Boy Advance,5,2006
Mario Bros.,NES,5,2006
Mario Bros.,Wii,5,2006
Mario Hoops 3-on-3,Nintendo DS,7,2006
Mario vs. Donkey Kong 2: March of the Minis,Nintendo DS,7,2006
Marvel Nemesis: Rise of the Imperfects,PlayStation Portable,6,2006
Marvel: Ultimate Alliance,PlayStation Portable,8,2006
Marvel: Ultimate Alliance,Xbox,8,2006
Marvel: Ultimate Alliance,Xbox 360,8,2006
Marvel: Ultimate Alliance,PlayStation 2,8,2006
Marvel: Ultimate Alliance,PC,8,2006
Marvel: Ultimate Alliance,PlayStation 3,8,2006
Marvel: Ultimate Alliance,Wii,7,2006
Marvel: Ultimate Alliance,Game Boy Advance,2,2006
Me and My Katamari,PlayStation Portable,8,2006
MechAssault: Phantom War,Nintendo DS,7,2006
Medal of Honor [2006],Wireless,7,2006
Medal of Honor Heroes,PlayStation Portable,8,2006
Medieval II: Total War,PC,9,2006
Mega Man,Wireless,8,2006
Mega Man Battle Network 6: Cybeast Falzar,Game Boy Advance,6,2006
Mega Man Battle Network 6: Cybeast Gregar,Game Boy Advance,6,2006
Mega Man Maverick Hunter X,PlayStation Portable,8,2006
Mega Man Powered Up,PlayStation Portable,8,2006
Mega Man X Collection,PlayStation 2,7,2006
Mega Man X Collection,GameCube,7,2006
Mega Man ZX,Nintendo DS,8,2006
Megatouch 3-in-1 Personal Arcade,Wireless,7,2006
Mensa Genius Challenge,Wireless,5,2006
Mercury Meltdown,PlayStation Portable,9,2006
Mercury Meltdown Remix,PlayStation 2,7,2006
Metal Gear Acid 2,PlayStation Portable,8,2006
Metal Gear Solid 3: Subsistence,PlayStation 2,10,2006
Metal Gear Solid 3: Subsistence (Limited Edition),PlayStation 2,10,2006
Metal Gear Solid Digital Graphic Novel,PlayStation Portable,8,2006
Metal Gear Solid: Portable Ops,PlayStation Portable,9,2006
Metal Saga,PlayStation 2,7,2006
Metal Slug Anthology,Wii,7,2006
Metroid Prime: Hunters,Nintendo DS,9,2006
Miami Vice,PlayStation Portable,7,2006
Micro Machines V4,PlayStation 2,7,2006
Micro Machines V4,PlayStation Portable,7,2006
Micro Machines V4,Nintendo DS,6,2006
Microsoft Flight Simulator X,PC,7,2006
Midnight Club 3: DUB Edition Remix,PlayStation 2,9,2006
Midnight Club 3: DUB Edition Remix,Xbox,9,2006
Midnight Hold 'em Poker,Wireless,8,2006
Midway Arcade Treasures: Extended Play,PlayStation Portable,6,2006
Mile High Pinball,N-Gage,8,2006
Mind Quiz,PlayStation Portable,5,2006
Mini Game Pack,Wireless,8,2006
Mini Golf,iPod,8,2006
Mini Golf Las Vegas,Wireless,7,2006
Mini Golf Magic (2D Edition),Wireless,9,2006
Miss Spider: Harvest Time Hop and Fly,Nintendo DS,4,2006
Mission: Impossible III,Wireless,9,2006
MLB 06: The Show,PlayStation 2,8,2006
MLB 06: The Show,PlayStation Portable,8,2006
MLB SlugFest 2006,PlayStation 2,7,2006
MLB SlugFest 2006,Xbox,7,2006
Mobile Suit Gundam: Crossfire,PlayStation 3,3,2006
"Monopoly, Boggle,  Yahtzee , Battleship -- 4 Game Pack!",Nintendo DS,6,2006
Monopoly: Here & Now [2006],Wireless,8,2006
Monster 4X4 World Circuit,Xbox,4,2006
Monster 4X4 World Circuit (Game & Steering Wheel),Wii,5,2006
Monster Bomber,Nintendo DS,5,2006
Monster House,GameCube,7,2006
Monster House,PlayStation 2,7,2006
Monster House,Game Boy Advance,7,2006
Monster House,Nintendo DS,6,2006
Monster Hunter Freedom,PlayStation Portable,8,2006
Monster Rancher EVO,PlayStation 2,7,2006
Monster Trucks DS,Nintendo DS,4,2006
Moon Patrol EX,Wireless,8,2006
Mortal Kombat: Armageddon,Xbox,9,2006
Mortal Kombat: Armageddon,PlayStation 2,9,2006
Mortal Kombat: Armageddon (Premium Edition),PlayStation 2,9,2006
Mortal Kombat: Unchained,PlayStation Portable,7,2006
Moscow to Berlin: Red Siege,PC,6,2006
Moto Racing Fever,Wireless,8,2006
MotoGP '06,Xbox 360,8,2006
MotoGP [2006],PlayStation Portable,7,2006
MotoGP 4,PlayStation 2,7,2006
MS Saga: A New Dawn,PlayStation 2,6,2006
MTX: Mototrax,PlayStation Portable,7,2006
Muppets Puzzle Party,Wireless,7,2006
Mutant Storm Reloaded,Xbox 360,8,2006
MVP 06 NCAA Baseball,PlayStation 2,9,2006
MVP 06 NCAA Baseball,Xbox,9,2006
MX vs. ATV Unleashed,PC,8,2006
MX vs. ATV Unleashed: On the Edge,PlayStation Portable,8,2006
My Dog,Wireless,8,2006
My Frogger Toy Trials,Nintendo DS,8,2006
Mystery Mansion Pinball,Wireless,7,2006
N3: Ninety-Nine Nights,Xbox 360,6,2006
Nacho Libre,Nintendo DS,4,2006
Name That Tune!,Wireless,8,2006
Naruto: Clash of Ninja,GameCube,8,2006
Naruto: Clash of Ninja 2,GameCube,8,2006
Naruto: Ninja Council,Game Boy Advance,7,2006
Naruto: Ninja Council 2,Game Boy Advance,5,2006
Naruto: Ultimate Ninja,PlayStation 2,8,2006
Naruto: Uzumaki Chronicles,PlayStation 2,7,2006
NASCAR,PlayStation Portable,7,2006
NASCAR 07,Xbox,8,2006
NASCAR 07,PlayStation 2,8,2006
National Lampoon's Greek Games,Wireless,3,2006
Naval Battle: Mission Commander,Wireless,8,2006
Navy Battle,Wireless,7,2006
NBA '07,PlayStation Portable,8,2006
NBA '07,PlayStation 3,8,2006
NBA '07,PlayStation 2,7,2006
NBA 2K7,PlayStation 2,9,2006
NBA 2K7,Xbox,9,2006
NBA 2K7,PlayStation 3,9,2006
NBA 2K7,Xbox 360,8,2006
NBA Ballers: Phenom,Xbox,8,2006
NBA Ballers: Phenom,PlayStation 2,8,2006
NBA Ballers: Rebound,PlayStation Portable,7,2006
NBA Live 06,Wireless,7,2006
NBA Live 07,Xbox 360,6,2006
NBA Live 07,PlayStation Portable,6,2006
NBA Live 07,Xbox,5,2006
NBA Live 07,PC,5,2006
NBA Live 07,PlayStation 2,5,2006
NBA Live 07 (3D Edition),Wireless,8,2006
NBC Sports Figure Skating,Wireless,6,2006
NBC Sports Real Golf,Wireless,6,2006
NCAA Football 07,Xbox,9,2006
NCAA Football 07,PlayStation 2,9,2006
NCAA Football 07,Xbox 360,8,2006
NCAA Football 07,PlayStation Portable,7,2006
Need for Speed Carbon,GameCube,8,2006
Need for Speed Carbon,PlayStation 2,8,2006
Need for Speed Carbon,PC,8,2006
Need for Speed Carbon,Xbox,8,2006
Need for Speed Carbon,Xbox 360,8,2006
Need for Speed Carbon,PlayStation 3,8,2006
Need for Speed Carbon,Wii,7,2006
Need for Speed Carbon: Own the City,Nintendo DS,8,2006
Need for Speed Carbon: Own the City,PlayStation Portable,7,2006
Need for Speed Carbon: Own the City,Game Boy Advance,7,2006
Neopets: Petpet Adventures -- The Wand of Wishing,PlayStation Portable,7,2006
Neverwinter Nights 2,PC,9,2006
New Super Mario Bros.,Nintendo DS,10,2006
NFL Head Coach,Xbox,7,2006
NFL Head Coach,PlayStation 2,7,2006
NFL Head Coach,PC,7,2006
NFL Street 3,PlayStation 2,8,2006
NFL Street 3,PlayStation Portable,7,2006
NHL 07,Xbox 360,9,2006
NHL 07,PlayStation Portable,8,2006
NHL 07,Xbox,8,2006
NHL 07,PlayStation 2,8,2006
NHL 07,PC,8,2006
NHL 2K7,Xbox 360,9,2006
NHL 2K7,PlayStation 3,9,2006
NHL 2K7,Xbox,8,2006
NHL 2K7,PlayStation 2,8,2006
Nicktoons Unite!,Nintendo DS,5,2006
Nicktoons: Battle For Volcano Island,Nintendo DS,6,2006
Nicktoons: Battle for Volcano Island,PlayStation 2,4,2006
Night Watch,PC,6,2006
Nightclub Empire,Wireless,9,2006
Nintendogs: Dalmatian & Friends,Nintendo DS,9,2006
NOM,Wireless,8,2006
NRA Gun Club,PlayStation 2,2,2006
Odama,GameCube,7,2006
Okami,PlayStation 2,9,2006
One Piece: Grand Adventure,PlayStation 2,8,2006
One Piece: Grand Adventure,GameCube,8,2006
One Piece: Pirates' Carnival,PlayStation 2,5,2006
One Piece: Pirates' Carnival,GameCube,5,2006
Onimusha: Dawn of Dreams,PlayStation 2,9,2006
Online Chess Kingdoms,PlayStation Portable,6,2006
Open Season,Game Boy Advance,8,2006
Open Season,Nintendo DS,7,2006
Open Season,Wireless,7,2006
Open Season,GameCube,6,2006
Open Season,Xbox,6,2006
Open Season,Xbox 360,6,2006
Open Season,PlayStation 2,6,2006
Open Season,PC,6,2006
Open Season,PlayStation Portable,6,2006
Orcs & Elves,Wireless,8,2006
OutRun 2006: Coast 2 Coast,Xbox,7,2006
OutRun 2006: Coast 2 Coast,PlayStation 2,7,2006
OutRun 2006: Coast 2 Coast,PlayStation Portable,7,2006
Over G Fighters,Xbox 360,6,2006
Over the Hedge,Nintendo DS,8,2006
Over the Hedge,PC,7,2006
Over the Hedge,Xbox,7,2006
Over the Hedge,PlayStation 2,7,2006
Over the Hedge,GameCube,7,2006
Pac-Man,Xbox 360,7,2006
Pac-Man,iPod,5,2006
Pac-Man World 3,Nintendo DS,4,2006
Pacific Storm,PC,8,2006
Painkiller: Hell Wars,Xbox,5,2006
Paperboy,Wireless,7,2006
Paradise,PC,6,2006
ParaWorld,PC,8,2006
Paris Hilton Diamond Quest,Wireless,7,2006
Payout Poker & Casino,PlayStation Portable,4,2006
Perimeter: Emperor's Testament,PC,8,2006
Peter Jackson's King Kong,PlayStation Portable,7,2006
Phantasy Star Universe,PlayStation 2,7,2006
Phantasy Star Universe,Xbox 360,6,2006
Phantasy Star Universe,PC,6,2006
Pimp My Ride,Xbox 360,3,2006
Pimp My Ride,PlayStation 2,2,2006
Pinball,Wii,5,2006
Pinball Hall of Fame,PlayStation Portable,7,2006
Pirates of the Caribbean Multiplayer,Wireless,8,2006
Pirates of the Caribbean: Dead Man's Chest,Wireless,8,2006
Pirates of the Caribbean: Dead Man's Chest,Game Boy Advance,7,2006
Pirates of the Caribbean: Dead Man's Chest,Nintendo DS,6,2006
Pirates of the Caribbean: Dead Man's Chest,PlayStation Portable,6,2006
Pirates of the Caribbean: The Legend of Jack Sparrow,PlayStation 2,6,2006
Pirates of the Caribbean: The Legend of Jack Sparrow,PC,5,2006
Pirates: Legend of the Black Buccaneer,PlayStation 2,5,2006
Platypus,PlayStation Portable,5,2006
Pocket Racers,PlayStation Portable,4,2006
Pocketbike Racer,Xbox 360,5,2006
Pocketbike Racer,Xbox,4,2006
Point Blank DS,Nintendo DS,7,2006
Pokemon Mystery Dungeon: Blue Rescue Team,Nintendo DS,7,2006
Pokemon Mystery Dungeon: Red Rescue Team,Game Boy Advance,7,2006
Pokemon Ranger,Nintendo DS,7,2006
Pokemon Trozei,Nintendo DS,8,2006
Pole Position II,Wireless,8,2006
Poseidon,Wireless,6,2006
Power Rangers: Space Patrol Delta,Game Boy Advance,4,2006
PQ: Practical Intelligence Quotient,PlayStation Portable,7,2006
Prey [2006],Xbox 360,9,2006
Prey [2006],PC,9,2006
ProStroke Golf: World Tour 2007,Xbox,7,2006
ProStroke Golf: World Tour 2007,PlayStation 2,7,2006
Pursuit Force,PlayStation Portable,8,2006
Puzzle Challenge: Crosswords and More!,PlayStation Portable,6,2006
Puzzle Challenge: Crosswords and More!,PlayStation 2,6,2006
Race Driver 2006,PlayStation Portable,9,2006
Radio Allergy,Dreamcast,7,2006
Ragnarok Mobile Mage,Wireless,7,2006
Rainbow Islands Revolution,Nintendo DS,5,2006
Rampage: Total Destruction,PlayStation 2,5,2006
Rampage: Total Destruction,GameCube,5,2006
Rampage: Total Destruction,Wii,4,2006
Rapala Tournament Fishing,Wii,3,2006
Rapala Trophies,PlayStation Portable,7,2006
Rayman Raving Rabbids,Wii,8,2006
Rayman Raving Rabbids,Wireless,8,2006
Real World Golf,Xbox,8,2006
Real World Golf,PlayStation 2,8,2006
Rebel Raiders: Operation NightHawk,PlayStation 2,5,2006
Red Orchestra: Ostfront 41-45,PC,9,2006
Red Steel,Wii,6,2006
Reel Fishing: The Great Outdoors,PlayStation Portable,2,2006
Rengoku II: The Stairway to H.E.A.V.E.N,PlayStation Portable,6,2006
Reservoir Dogs,PC,3,2006
Reservoir Dogs,PlayStation 2,3,2006
Reservoir Dogs,Xbox,3,2006
Resident Evil: Deadly Silence,Nintendo DS,7,2006
Resident Evil: The Missions,Wireless,9,2006
Resistance: Fall of Man,PlayStation 3,9,2006
RF Online,PC,6,2006
Ridge Racer [2005],Wireless,6,2006
Ridge Racer 7,PlayStation 3,8,2006
Rise & Fall: Civilizations at War,PC,6,2006
Rise of Nations: Rise of Legends,PC,8,2006
Ristar,Wii,8,2006
River King: A Wonderful Journey,PlayStation 2,6,2006
RoboBlitz,PC,8,2006
RoboBlitz,Xbox 360,7,2006
Rock 'em Sock 'em Robots,Wireless,4,2006
Rock 'em Sock 'em Robots,Game Boy Advance,2,2006
RocketBowl,Wireless,8,2006
Rockstar Games Presents Table Tennis,Xbox 360,8,2006
Rogue Trooper,PC,8,2006
Rogue Trooper,Xbox,8,2006
Rogue Trooper,PlayStation 2,8,2006
Rollercoaster Rush,Wireless,9,2006
Romancing SaGa,PlayStation 2,7,2006
Rome: Total War -- Alexander,PC,8,2006
Rugby 06,Xbox,8,2006
Rugby 06,PlayStation 2,8,2006
Rumble Roses XX,Xbox 360,7,2006
Rush,PlayStation Portable,5,2006
Rush for Berlin,PC,8,2006
Safecracker: The Ultimate Puzzle Adventure,PC,7,2006
Saints Row,Xbox 360,9,2006
Sam & Max: Season One -- Episode #1: Culture Shock,PC,9,2006
Samurai Champloo: Sidetracked,PlayStation 2,7,2006
Samurai Shodown V,Xbox,6,2006
Samurai Warriors 2,PlayStation 2,6,2006
Samurai Warriors 2,Xbox 360,6,2006
Samurai Warriors: State of War,PlayStation Portable,6,2006
Scarface: Money. Power. Respect,PlayStation Portable,7,2006
Scarface: The Rise of Tony Montana,Wireless,8,2006
Scarface: The World is Yours,Xbox,9,2006
Scarface: The World is Yours,PC,9,2006
Scarface: The World is Yours,PC,9,2006
Scarface: The World is Yours,PlayStation 2,9,2006
Scarface: The World is Yours (Collector's Edition),PlayStation 2,9,2006
Scooby-Doo! Who's Watching Who?,Nintendo DS,7,2006
Scrabble Blast,Wireless,7,2006
Scramble,Xbox 360,5,2006
Scratches,PC,8,2006
Scuba Solitaire,Wireless,8,2006
Scurge: Hive,Game Boy Advance,8,2006
Scurge: Hive,Nintendo DS,7,2006
Secret Files: Tunguska,PC,8,2006
SEGA Genesis Collection,PlayStation 2,9,2006
SEGA Genesis Collection,PlayStation Portable,9,2006
Sex and the City: Psychic Cocktail,Wireless,3,2006
Sexy Poker 2006,Wireless,7,2006
Shadow Hearts: From the New World,PlayStation 2,8,2006
Shadowgrounds,PC,8,2006
Shot-Online,PC,5,2006
Shrek Smash n' Crash Racing,PlayStation 2,6,2006
Shrek Smash n' Crash Racing,Game Boy Advance,5,2006
Shrek SuperSlam,Nintendo DS,5,2006
Sid Meier's Civilization III,Wireless,8,2006
Sid Meier's Civilization IV: Warlords,PC,8,2006
Sid Meier's Railroads!,PC,8,2006
SimCity [1991],Wii,8,2006
SiN Episodes: Emergence,PC,8,2006
SingStar Rocks!,PlayStation 2,5,2006
Skee-Ball for Prizes,Wireless,7,2006
Small Arms,Xbox 360,8,2006
Sneak King,Xbox,7,2006
Sneak King,Xbox 360,7,2006
Snoopy vs. the Red Baron,PlayStation Portable,7,2006
Snoopy vs. the Red Baron,PlayStation 2,7,2006
Soccer,Wii,5,2006
SOCOM: U.S. Navy SEALs Combined Assault,PlayStation 2,8,2006
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PlayStation Portable,8,2006
Soldier Elite,PC,4,2006
Solomon's Key,Wii,7,2006
Sonic Jump [2007],Wireless,5,2006
Sonic Riders,GameCube,6,2006
Sonic Riders,Xbox,6,2006
Sonic Riders,PlayStation 2,6,2006
Sonic Riders,PC,4,2006
Sonic Rivals,PlayStation Portable,7,2006
Sonic the Hedgehog,Xbox 360,5,2006
Space Empires V,PC,7,2006
Space Hack,PC,6,2006
Space Harrier,Wireless,3,2006
Space Rangers 2: Rise of the Dominators,PC,8,2006
Spectral Souls,PlayStation Portable,6,2006
SpellForce 2: Shadow Wars,PC,8,2006
Spider-Man: Battle for New York,Game Boy Advance,5,2006
Spin Blocks 360,Wireless,8,2006
SpongeBob SquarePants: Creature from the Krusty Krab,Game Boy Advance,7,2006
SpongeBob SquarePants: Creature from the Krusty Krab,Nintendo DS,6,2006
SpongeBob SquarePants: The Yellow Avenger,PlayStation Portable,6,2006
Sprint Cars: Road to Knoxville,PC,5,2006
Sprint Cars: Road to Knoxville,PlayStation 2,5,2006
SpyHunter: Nowhere to Run,PlayStation 2,6,2006
SpyHunter: Nowhere to Run,Xbox,6,2006
Squad Assault: Second Wave,PC,7,2006
Stacked with Daniel Negreanu,PC,5,2006
Stacked with Daniel Negreanu,Xbox,5,2006
Stacked with Daniel Negreanu,PlayStation 2,5,2006
Stacked with Daniel Negreanu,PlayStation Portable,5,2006
Star Fox Command,Nintendo DS,8,2006
Star Trek: Encounters,PlayStation 2,5,2006
Star Trek: Legacy,Xbox 360,7,2006
Star Trek: Legacy,PC,6,2006
Star Trek: Tactical Assault,PlayStation Portable,6,2006
Star Trek: Tactical Assault,Nintendo DS,6,2006
Star Wars: Death Star Assault 3D,Wireless,8,2006
Star Wars: Empire at War,PC,8,2006
Star Wars: Empire at War -- Forces of Corruption,PC,9,2006
Star Wars: Lethal Alliance,Nintendo DS,5,2006
State of Emergency 2,PlayStation 2,5,2006
Steambot Chronicles,PlayStation 2,7,2006
Stranded,Wireless,8,2006
Strategic Command 2: Blitzkrieg,PC,6,2006
Strawberry Shortcake: Strawberryland Games,Nintendo DS,5,2006
Strawberry Shortcake: The Sweet Dreams Game,PlayStation 2,5,2006
Street Fighter Alpha 3 Max,PlayStation Portable,8,2006
Street Fighter Alpha Anthology,PlayStation 2,8,2006
Street Fighter II Hyper Fighting,Xbox 360,8,2006
Street Fighter II: The World Warrior,Wireless,7,2006
Street Racing Syndicate,Game Boy Advance,6,2006
Street Supremacy,PlayStation Portable,3,2006
Stronghold Legends,PC,6,2006
Sudoku Garden,Wireless,8,2006
Sudoku Gridmaster,Nintendo DS,6,2006
Sudokumania,Nintendo DS,3,2006
Suikoden V,PlayStation 2,8,2006
Summon Night: Swordcraft Story,Game Boy Advance,8,2006
Summon Night: Swordcraft Story 2,Game Boy Advance,9,2006
Super Black Bass Fishing,Nintendo DS,3,2006
Super Dragon Ball Z,PlayStation 2,7,2006
Super K.O. Boxing,Wireless,9,2006
Super Monkey Ball Adventure,GameCube,5,2006
Super Monkey Ball Adventure,PlayStation 2,5,2006
Super Monkey Ball Adventure,PlayStation Portable,5,2006
Super Monkey Ball Touch & Roll,Nintendo DS,7,2006
Super Monkey Ball: Banana Blitz,Wii,8,2006
Super Pac-Man,Wireless,8,2006
Super Princess Peach,Nintendo DS,8,2006
Super Puzzle Fighter II: Network Battle,Wireless,7,2006
Super Robot Taisen: Original Generation,Game Boy Advance,7,2006
Super Shove It!,Wireless,8,2006
Super Star Soldier,Wii,8,2006
Super Swing Golf,Wii,7,2006
Superman Returns,Wireless,6,2006
Superman Returns: The Videogame,Xbox 360,6,2006
Superman Returns: The Videogame,Nintendo DS,5,2006
Superman Returns: The Videogame,Xbox,5,2006
Superman Returns: The Videogame,PlayStation 2,5,2006
Suzuki Superbikes II: Riding Challenge,PlayStation 2,3,2006
SWAT 4: The Stetchkov Syndicate,PC,9,2006
SWAT Force,Wireless,8,2006
Sword of the Stars,PC,8,2006
Syphon Filter: Dark Mirror,PlayStation Portable,9,2006
Tales of Legendia,PlayStation 2,8,2006
Tales of Phantasia,Game Boy Advance,8,2006
Tales of the Abyss,PlayStation 2,8,2006
Tamagotchi,Wireless,5,2006
Tamagotchi Connection: Corner Shop,Nintendo DS,6,2006
Tao's Adventure: Curse of the Demon Seal,Nintendo DS,4,2006
Teen Titans,GameCube,6,2006
Teen Titans,PlayStation 2,6,2006
Teen Titans 2,Game Boy Advance,5,2006
Tekken: Dark Resurrection,PlayStation Portable,9,2006
Tenchu: Dark Secret,Nintendo DS,4,2006
Tennis,Wii,6,2006
TerraWars: NY Invasion,PC,2,2006
Test Drive Unlimited,Xbox 360,8,2006
Tetris,iPod,7,2006
Tetris DS,Nintendo DS,9,2006
Tetris Mania,Wireless,7,2006
Texas Hold 'em [2006],iPod,7,2006
Texas Hold 'em Poker,Nintendo DS,6,2006
Texas Hold 'em: Poker Pack,Nintendo DS,4,2006
That's So Raven: Psychic on the Scene,Nintendo DS,8,2006
The Ant Bully,PlayStation 2,6,2006
The Ant Bully,GameCube,6,2006
The Ant Bully,PC,6,2006
The Ant Bully,Game Boy Advance,5,2006
The Da Vinci Code,PC,5,2006
The Da Vinci Code,Xbox,5,2006
The Da Vinci Code,PlayStation 2,5,2006
The Da Vinci Code: Helix,Wireless,5,2006
The Da Vinci Code: The Quest Begins,Wireless,5,2006
The Elder Scrolls IV: Oblivion,Xbox 360,9,2006
The Elder Scrolls IV: Oblivion,PC,9,2006
The Elder Scrolls IV: Oblivion,Wireless,8,2006
The Fast and the Furious,PlayStation 2,7,2006
The Fast and the Furious: Tokyo Drift,Wireless,8,2006
The Fast and the Furious: Tokyo Drift 3D,Wireless,7,2006
The Godfather,PC,8,2006
The Godfather,PlayStation 2,8,2006
The Godfather,Xbox,8,2006
The Godfather,Xbox 360,8,2006
The Godfather (Limited Edition),PlayStation 2,8,2006
The Godfather (Limited Edition),Xbox,8,2006
The Godfather: Mob Wars,PlayStation Portable,6,2006
The Grim Adventures of Billy & Mandy,PC,7,2006
The Grim Adventures of Billy & Mandy,GameCube,7,2006
The Grim Adventures of Billy & Mandy,PlayStation 2,7,2006
The Grim Adventures of Billy & Mandy,Wii,7,2006
The Grim Adventures of Billy & Mandy,Game Boy Advance,5,2006
The History Channel -- Civil War: A Nation Divided,PC,5,2006
The History Channel -- Civil War: A Nation Divided,Xbox 360,5,2006
The History Channel -- Civil War: A Nation Divided,PlayStation 2,4,2006
The Hustle: Detroit Streets,Xbox,7,2006
The Hustle: Detroit Streets,PlayStation 2,7,2006
The Incredible Hulk: Rampage!,Wireless,8,2006
The King of Fighters Neowave,Xbox,7,2006
The Last Ritual,PC,8,2006
The Legend of Heroes II: Prophecy of the Moonlight Witch,PlayStation Portable,6,2006
The Legend of Spyro: A New Beginning,GameCube,8,2006
The Legend of Spyro: A New Beginning,PlayStation 2,8,2006
The Legend of Spyro: A New Beginning,Xbox,8,2006
The Legend of Spyro: A New Beginning,Nintendo DS,7,2006
The Legend of Zelda: Twilight Princess,Wii,10,2006
The Legend of Zelda: Twilight Princess,GameCube,10,2006
The Lord of the Rings: The Battle for Middle-earth II,PC,9,2006
The Lord of the Rings: The Battle for Middle-earth II,Xbox 360,8,2006
The Lord of the Rings: The Battle for Middle-earth II -- The Rise of the Witch-king,PC,8,2006
The Movies: Stunts & Effects,PC,8,2006
The O.C.,Wireless,7,2006
The Office Games,Wireless,5,2006
The Outfit,Xbox 360,7,2006
The Rub Rabbits!,Nintendo DS,8,2006
The Santa Clause 3: The Escape Clause,Game Boy Advance,4,2006
The Secrets of Da Vinci: The Forbidden Manuscript,PC,7,2006
